| bank.n.bnc.1065            | unclear                                |
| bank.n.Finance.43553       | bank%1:14:00::                         |
| bank.n.Finance.43553       | bank%1:14:00::                         |
| bank.n.Finance.4385        | bank%1:14:00::                         |
| bank.n.Finance.4385        | bank%1:14:00::                         |
| bank.n.Finance.4385        | bank%1:14:00::                         |
| bank.n.Finance.4385        | bank%1:14:00::                         |
| bank.n.Finance.49584       | bank%1:14:00::                         |
| bank.n.Finance.49584       | bank%1:14:00::                         |
| bank.n.Finance.49584       | bank%1:14:00::                         |
| bank.n.Finance.51819       | bank%1:14:00::                         |
| bank.n.Finance.51819       | bank%1:14:00::                         |
| bank.n.Finance.51819       | bank%1:14:00::                         |
| bank.n.Finance.5217        | bank%1:14:01::                         |
| bank.n.Finance.5217        | bank%1:14:00::                         |
| bank.n.Finance.5217        | bank%1:14:00::                         |
| bank.n.Finance.5217        | bank%1:14:00::                         |
| bank.n.Finance.52931       | bank%1:14:00::                         |
| bank.n.Finance.52931       | bank%1:06:00::                         |
| bank.n.Finance.52931       | bank%1:14:00::                         |
| bank.n.Finance.53631       | bank%1:14:00::                         |
| bank.n.Finance.53631       | bank%1:14:00::                         |
| bank.n.Finance.53631       | bank%1:14:00::                         |
| bank.n.Finance.54658       | bank%1:14:00::                         |
| bank.n.Finance.54658       | bank%1:14:00::                         |
| bank.n.Finance.54658       | bank%1:14:00::                         |
| bank.n.Finance.55099       | bank%1:14:00::                         |
| bank.n.Finance.55099       | bank%1:14:00::                         |
| bank.n.Finance.55099       | bank%1:14:00::                         |
| bank.n.Finance.55534       | bank%1:14:00::                         |
| bank.n.Finance.55534       | bank%1:14:00::                         |
| bank.n.Finance.55534       | bank%1:14:00::                         |
| bank.n.Finance.55901       | bank%1:14:00::                         |
| bank.n.Finance.55901       | bank%1:14:00::                         |
| bank.n.Finance.55901       | bank%1:14:00::                         |
| bank.n.Finance.56170       | bank%1:14:00::                         |
| bank.n.Finance.56170       | bank%1:14:00::                         |
| bank.n.Finance.56170       | bank%1:14:00::                         |
| bank.n.Finance.58544       | bank%1:14:00::                         |
| bank.n.Finance.58544       | bank%1:14:00::                         |
| bank.n.Finance.58544       | bank%1:14:00::                         |
| bank.n.Finance.58756       | bank%1:14:00::                         |
| bank.n.Finance.58756       | bank%1:14:00::                         |
| bank.n.Finance.58756       | bank%1:14:00::                         |
| bank.n.Finance.59496       | bank%1:14:00::                         |
| bank.n.Finance.59496       | bank%1:14:00::                         |
| bank.n.Finance.59496       | bank%1:14:00::                         |
| bank.n.Finance.59870       | bank%1:14:00::                         |
| bank.n.Finance.59870       | bank%1:14:00::                         |
| bank.n.Finance.59870       | bank%1:14:00::                         |
| bank.n.Finance.61366       | bank%1:14:00::                         |
| bank.n.Finance.61366       | bank%1:14:00::                         |
| bank.n.Finance.61366       | bank%1:14:00::                         |
| bank.n.Finance.61817       | bank%1:14:00::                         |
| bank.n.Finance.61817       | bank%1:14:00::                         |
| bank.n.Finance.61817       | bank%1:14:00::                         |
| bank.n.Finance.6222        | bank%1:14:00::                         |
| bank.n.Finance.6222        | bank%1:14:00::                         |
| bank.n.Finance.6222        | bank%1:14:00::                         |
| bank.n.Finance.6222        | bank%1:14:00::                         |
| bank.n.Finance.62774       | bank%1:14:00::                         |
| bank.n.Finance.62774       | bank%1:14:00::                         |
| bank.n.Finance.62774       | bank%1:14:00::                         |
| bank.n.Finance.633         | bank%1:14:00::                         |
| bank.n.Finance.633         | bank%1:14:00::                         |
| bank.n.Finance.633         | bank%1:14:00::                         |
| bank.n.Finance.633         | bank%1:14:00::                         |
| bank.n.Finance.6405        | bank%1:14:00::                         |
| bank.n.Finance.6405        | bank%1:14:00::                         |
| bank.n.Finance.6405        | bank%1:14:00::                         |
| bank.n.Finance.6405        | bank%1:21:00::                         |
| bank.n.Finance.64317       | bank%1:14:00::                         |
| bank.n.Finance.64317       | bank%1:14:00::                         |
| bank.n.Finance.64317       | bank%1:14:00::                         |
| bank.n.Finance.65002       | bank%1:14:00::                         |
| bank.n.Finance.65002       | bank%1:14:00::                         |
| bank.n.Finance.65002       | bank%1:14:00::                         |
| bank.n.Finance.66751       | bank%1:14:00::                         |
| bank.n.Finance.66751       | bank%1:14:00::                         |
| bank.n.Finance.66751       | bank%1:14:00::                         |
| bank.n.Finance.70431       | bank%1:14:00::                         |
| bank.n.Finance.70431       | bank%1:14:00::                         |
| bank.n.Finance.70431       | bank%1:14:00::                         |
| bank.n.Finance.70523       | bank%1:14:00::                         |
| bank.n.Finance.70523       | bank%1:14:00::                         |
| bank.n.Finance.70523       | bank%1:14:00::                         |
| bank.n.Finance.7093        | bank%1:14:00::                         |
| bank.n.Finance.7093        | bank%1:14:00::                         |
| bank.n.Finance.7093        | bank%1:14:00::                         |
| bank.n.Finance.7093        | bank%1:14:00::                         |
| bank.n.Finance.71152       | bank%1:14:00::                         |
| bank.n.Finance.71152       | bank%1:14:00::                         |
| bank.n.Finance.71152       | bank%1:14:00::                         |
| bank.n.Finance.71933       | bank%1:14:00::                         |
